id,alternateNames
geoId/53035,Kitsap
geoId/53037,Kittitas
geoId/53039,Klickitat
geoId/53041,Lewis
geoId/53043,Lincoln
geoId/53047,Okanogan
geoId/53049,Pacific
geoId/53051,Pend Oreille
geoId/53053,Pierce
geoId/53055,San Juan
geoId/53057,Skagit
geoId/53059,Skamania
geoId/53065,Stevens
geoId/53067,Thurston
geoId/53069,Wahkiakum
geoId/53073,Whatcom
geoId/54001,Barbour
geoId/54007,Braxton
geoId/54009,Brooke
geoId/54011,Cabell
geoId/54013,Calhoun
geoId/54017,Doddridge
geoId/54019,Fayette
geoId/54021,Gilmer
geoId/54023,Grant
geoId/54025,Greenbrier
geoId/54027,Hampshire
geoId/54029,Hancock
geoId/54031,Hardy
geoId/54035,Jackson
geoId/54039,Kanawha
geoId/54041,Lewis
geoId/54043,Lincoln
geoId/54045,Logan
geoId/54047,McDowell
geoId/54053,Mason
geoId/54055,Mercer
geoId/54057,Mineral
geoId/54059,Mingo
geoId/54061,Monongalia
geoId/54063,Monroe
geoId/54065,Morgan
geoId/54067,Nicholas
geoId/54069,Ohio
geoId/54071,Pendleton
geoId/54073,Pleasants
geoId/54075,Pocahontas
geoId/54077,Preston
geoId/54079,Putnam
geoId/54081,Raleigh
geoId/54083,Randolph
geoId/54085,Ritchie
geoId/54087,Roane
geoId/54089,Summers
geoId/54091,Taylor
geoId/54093,Tucker
geoId/54095,Tyler
geoId/54097,Upshur
geoId/54099,Wayne
geoId/54101,Webster
geoId/54103,Wetzel
geoId/54105,Wirt
geoId/54109,Wyoming
geoId/55001,Adams
geoId/55003,Ashland
geoId/55005,Barron
geoId/55007,Bayfield
geoId/55011,Buffalo
geoId/55013,Burnett
geoId/55015,Calumet
geoId/55017,Chippewa
geoId/55021,Columbia
geoId/55023,Crawford
geoId/55025,Dane
geoId/55027,Dodge
geoId/55029,Door
geoId/55033,Dunn
geoId/55037,Florence
geoId/55043,Grant
geoId/55047,Green Lake
geoId/55049,Iowa
geoId/55053,Jackson
geoId/55057,Juneau
geoId/55061,Kewaunee
geoId/55065,Lafayette
geoId/55067,Langlade
geoId/55069,Lincoln
geoId/55073,Marathon
geoId/55077,Marquette
geoId/55078,Menominee
geoId/55083,Oconto
geoId/55087,Outagamie
geoId/55089,Ozaukee
geoId/55091,Pepin
geoId/55093,Pierce
geoId/55095,Polk
geoId/55103,Richland
geoId/55107,Rusk
geoId/55109,St. Croix
geoId/55111,Sauk
geoId/55113,Sawyer
geoId/55115,Shawano
geoId/55119,Taylor
geoId/55121,Trempealeau
geoId/55125,Vilas
geoId/55127,Walworth
geoId/55129,Washburn
geoId/55131,Washington
geoId/55135,Waupaca
geoId/55137,Waushara
geoId/55139,Winnebago
geoId/56001,Albany
geoId/56003,Big Horn
geoId/56009,Converse
geoId/56011,Crook
geoId/56013,Fremont
geoId/56015,Goshen
geoId/56017,Hot Springs
geoId/56019,Johnson
geoId/56023,Lincoln
geoId/56025,Natrona
geoId/56027,Niobrara
geoId/56031,Platte
geoId/56035,Sublette
geoId/56039,Teton
geoId/56041,Uinta
geoId/56043,Washakie
geoId/56045,Weston
